image_path,true_label,model,target_object,top_prediction,top_prediction_confidence,matched_label,mapped,confidence,threshold,success,processing_time_ms
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_02.jpg,book,mobilenet,toothbrush,modem,0.0234,medicine chest,True,0.0104,0.4,False,66.47
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_03.jpg,book,mobilenet,book,envelope,0.0947,envelope,True,0.0947,0.4,False,58.62
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_03.jpg,book,mobilenet,bottle,envelope,0.0947,,False,0.0947,0.4,False,58.62
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_03.jpg,book,mobilenet,cup,envelope,0.0947,,False,0.0947,0.4,False,58.62
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_03.jpg,book,mobilenet,keyboard,envelope,0.0947,,False,0.0947,0.4,False,58.62
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_03.jpg,book,mobilenet,laptop,envelope,0.0947,modem,True,0.0301,0.4,False,58.62
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_03.jpg,book,mobilenet,mouse,envelope,0.0947,modem,True,0.0301,0.4,False,58.62
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_03.jpg,book,mobilenet,remote control,envelope,0.0947,modem,True,0.0301,0.4,False,58.62
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_03.jpg,book,mobilenet,toothbrush,envelope,0.0947,,False,0.0947,0.4,False,58.62
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_04.jpg,book,mobilenet,book,menu,0.0561,menu,True,0.0561,0.4,False,48.46
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_04.jpg,book,mobilenet,bottle,menu,0.0561,,False,0.0561,0.4,False,48.46
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_04.jpg,book,mobilenet,cup,menu,0.0561,,False,0.0561,0.4,False,48.46
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_04.jpg,book,mobilenet,keyboard,menu,0.0561,,False,0.0561,0.4,False,48.46
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_04.jpg,book,mobilenet,laptop,menu,0.0561,modem,True,0.0106,0.4,False,48.46
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_04.jpg,book,mobilenet,mouse,menu,0.0561,modem,True,0.0106,0.4,False,48.46
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_04.jpg,book,mobilenet,remote control,menu,0.0561,modem,True,0.0106,0.4,False,48.46
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_04.jpg,book,mobilenet,toothbrush,menu,0.0561,lotion,True,0.0118,0.4,False,48.46
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_05.jpg,book,mobilenet,book,modem,0.0896,book jacket,True,0.0172,0.4,False,48.47
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_05.jpg,book,mobilenet,bottle,modem,0.0896,,False,0.0896,0.4,False,48.47
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_05.jpg,book,mobilenet,cup,modem,0.0896,,False,0.0896,0.4,False,48.47
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_05.jpg,book,mobilenet,keyboard,modem,0.0896,,False,0.0896,0.4,False,48.47
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_05.jpg,book,mobilenet,laptop,modem,0.0896,modem,True,0.0896,0.4,False,48.47
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_05.jpg,book,mobilenet,mouse,modem,0.0896,modem,True,0.0896,0.4,False,48.47
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_05.jpg,book,mobilenet,remote control,modem,0.0896,modem,True,0.0896,0.4,False,48.47
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_05.jpg,book,mobilenet,toothbrush,modem,0.0896,,False,0.0896,0.4,False,48.47
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_06.jpg,book,mobilenet,book,menu,0.1735,menu,True,0.1735,0.4,False,53.07
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_06.jpg,book,mobilenet,bottle,menu,0.1735,,False,0.1735,0.4,False,53.07
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_06.jpg,book,mobilenet,cup,menu,0.1735,,False,0.1735,0.4,False,53.07
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_06.jpg,book,mobilenet,keyboard,menu,0.1735,,False,0.1735,0.4,False,53.07
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_06.jpg,book,mobilenet,laptop,menu,0.1735,,False,0.1735,0.4,False,53.07
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_06.jpg,book,mobilenet,mouse,menu,0.1735,,False,0.1735,0.4,False,53.07
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_06.jpg,book,mobilenet,remote control,menu,0.1735,,False,0.1735,0.4,False,53.07
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_06.jpg,book,mobilenet,toothbrush,menu,0.1735,lotion,True,0.0097,0.4,False,53.07
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_07.jpg,book,mobilenet,book,photocopier,0.0712,,False,0.0712,0.4,False,37.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_07.jpg,book,mobilenet,bottle,photocopier,0.0712,,False,0.0712,0.4,False,37.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_07.jpg,book,mobilenet,cup,photocopier,0.0712,,False,0.0712,0.4,False,37.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_07.jpg,book,mobilenet,keyboard,photocopier,0.0712,,False,0.0712,0.4,False,37.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_07.jpg,book,mobilenet,laptop,photocopier,0.0712,mouse,True,0.0149,0.4,False,37.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_07.jpg,book,mobilenet,mouse,photocopier,0.0712,mouse,True,0.0149,0.4,False,37.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_07.jpg,book,mobilenet,remote control,photocopier,0.0712,modem,True,0.0128,0.4,False,37.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_07.jpg,book,mobilenet,toothbrush,photocopier,0.0712,medicine chest,True,0.0428,0.4,False,37.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_08.jpg,book,mobilenet,book,book jacket,0.0447,book jacket,True,0.0447,0.4,False,46.71
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_08.jpg,book,mobilenet,bottle,book jacket,0.0447,,False,0.0447,0.4,False,46.71
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_08.jpg,book,mobilenet,cup,book jacket,0.0447,,False,0.0447,0.4,False,46.71
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_08.jpg,book,mobilenet,keyboard,book jacket,0.0447,,False,0.0447,0.4,False,46.71
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_08.jpg,book,mobilenet,laptop,book jacket,0.0447,mouse,True,0.023,0.4,False,46.71
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_08.jpg,book,mobilenet,mouse,book jacket,0.0447,mouse,True,0.023,0.4,False,46.71
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_08.jpg,book,mobilenet,remote control,book jacket,0.0447,,False,0.0447,0.4,False,46.71
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_08.jpg,book,mobilenet,toothbrush,book jacket,0.0447,,False,0.0447,0.4,False,46.71
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_09.jpg,book,mobilenet,book,bookcase,0.24,book,True,0.24,0.4,False,31.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_09.jpg,book,mobilenet,bottle,bookcase,0.24,,False,0.24,0.4,False,31.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_09.jpg,book,mobilenet,cup,bookcase,0.24,,False,0.24,0.4,False,31.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_09.jpg,book,mobilenet,keyboard,bookcase,0.24,,False,0.24,0.4,False,31.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_09.jpg,book,mobilenet,laptop,bookcase,0.24,,False,0.24,0.4,False,31.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_09.jpg,book,mobilenet,mouse,bookcase,0.24,,False,0.24,0.4,False,31.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_09.jpg,book,mobilenet,remote control,bookcase,0.24,cassette player,True,0.0576,0.4,False,31.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_09.jpg,book,mobilenet,toothbrush,bookcase,0.24,,False,0.24,0.4,False,31.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_10.jpg,book,mobilenet,book,bookcase,0.1027,book,True,0.1027,0.4,False,30.91
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_10.jpg,book,mobilenet,bottle,bookcase,0.1027,,False,0.1027,0.4,False,30.91
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_10.jpg,book,mobilenet,cup,bookcase,0.1027,,False,0.1027,0.4,False,30.91
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_10.jpg,book,mobilenet,keyboard,bookcase,0.1027,,False,0.1027,0.4,False,30.91
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_10.jpg,book,mobilenet,laptop,bookcase,0.1027,,False,0.1027,0.4,False,30.91
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_10.jpg,book,mobilenet,mouse,bookcase,0.1027,,False,0.1027,0.4,False,30.91
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_10.jpg,book,mobilenet,remote control,bookcase,0.1027,cassette player,True,0.0124,0.4,False,30.91
C:\Users\user\Documents\?¥ì‹¤1\test_images\book\book_10.jpg,book,mobilenet,toothbrush,bookcase,0.1027,,False,0.1027,0.4,False,30.91
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_01.jpg,bottle,mobilenet,book,water bottle,0.7021,,False,0.7021,0.4,False,31.65
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_01.jpg,bottle,mobilenet,bottle,water bottle,0.7021,water bottle,True,0.7021,0.4,True,31.65
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_01.jpg,bottle,mobilenet,cup,water bottle,0.7021,,False,0.7021,0.4,False,31.65
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_01.jpg,bottle,mobilenet,keyboard,water bottle,0.7021,,False,0.7021,0.4,False,31.65
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_01.jpg,bottle,mobilenet,laptop,water bottle,0.7021,,False,0.7021,0.4,False,31.65
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_01.jpg,bottle,mobilenet,mouse,water bottle,0.7021,,False,0.7021,0.4,False,31.65
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_01.jpg,bottle,mobilenet,remote control,water bottle,0.7021,,False,0.7021,0.4,False,31.65
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_01.jpg,bottle,mobilenet,toothbrush,water bottle,0.7021,lotion,True,0.0171,0.4,False,31.65
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_02.jpg,bottle,mobilenet,book,water bottle,0.2712,,False,0.2712,0.4,False,59.87
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_02.jpg,bottle,mobilenet,bottle,water bottle,0.2712,water bottle,True,0.2712,0.4,False,59.87
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_02.jpg,bottle,mobilenet,cup,water bottle,0.2712,,False,0.2712,0.4,False,59.87
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_02.jpg,bottle,mobilenet,keyboard,water bottle,0.2712,,False,0.2712,0.4,False,59.87
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_02.jpg,bottle,mobilenet,laptop,water bottle,0.2712,,False,0.2712,0.4,False,59.87
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_02.jpg,bottle,mobilenet,mouse,water bottle,0.2712,,False,0.2712,0.4,False,59.87
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_02.jpg,bottle,mobilenet,remote control,water bottle,0.2712,,False,0.2712,0.4,False,59.87
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_02.jpg,bottle,mobilenet,toothbrush,water bottle,0.2712,lotion,True,0.0318,0.4,False,59.87
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_03.jpg,bottle,mobilenet,book,ashcan,0.0302,,False,0.0302,0.4,False,53.08
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_03.jpg,bottle,mobilenet,bottle,ashcan,0.0302,pill bottle,True,0.0225,0.4,False,53.08
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_03.jpg,bottle,mobilenet,cup,ashcan,0.0302,measuring cup,True,0.0122,0.4,False,53.08
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_03.jpg,bottle,mobilenet,keyboard,ashcan,0.0302,,False,0.0302,0.4,False,53.08
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_03.jpg,bottle,mobilenet,laptop,ashcan,0.0302,,False,0.0302,0.4,False,53.08
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_03.jpg,bottle,mobilenet,mouse,ashcan,0.0302,,False,0.0302,0.4,False,53.08
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_03.jpg,bottle,mobilenet,remote control,ashcan,0.0302,,False,0.0302,0.4,False,53.08
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_03.jpg,bottle,mobilenet,toothbrush,ashcan,0.0302,soap dispenser,True,0.024,0.4,False,53.08
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_04.jpg,bottle,mobilenet,book,ashcan,0.0342,,False,0.0342,0.4,False,37.81
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_04.jpg,bottle,mobilenet,bottle,ashcan,0.0342,water jug,True,0.0297,0.4,False,37.81
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_04.jpg,bottle,mobilenet,cup,ashcan,0.0342,coffee mug,True,0.0222,0.4,False,37.81
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_04.jpg,bottle,mobilenet,keyboard,ashcan,0.0342,,False,0.0342,0.4,False,37.81
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_04.jpg,bottle,mobilenet,laptop,ashcan,0.0342,,False,0.0342,0.4,False,37.81
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_04.jpg,bottle,mobilenet,mouse,ashcan,0.0342,,False,0.0342,0.4,False,37.81
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_04.jpg,bottle,mobilenet,remote control,ashcan,0.0342,,False,0.0342,0.4,False,37.81
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_04.jpg,bottle,mobilenet,toothbrush,ashcan,0.0342,soap dispenser,True,0.0307,0.4,False,37.81
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_05.jpg,bottle,mobilenet,book,water bottle,0.3626,,False,0.3626,0.4,False,31.74
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_05.jpg,bottle,mobilenet,bottle,water bottle,0.3626,water bottle,True,0.3626,0.4,False,31.74
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_05.jpg,bottle,mobilenet,cup,water bottle,0.3626,,False,0.3626,0.4,False,31.74
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_05.jpg,bottle,mobilenet,keyboard,water bottle,0.3626,,False,0.3626,0.4,False,31.74
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_05.jpg,bottle,mobilenet,laptop,water bottle,0.3626,,False,0.3626,0.4,False,31.74
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_05.jpg,bottle,mobilenet,mouse,water bottle,0.3626,,False,0.3626,0.4,False,31.74
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_05.jpg,bottle,mobilenet,remote control,water bottle,0.3626,,False,0.3626,0.4,False,31.74
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_05.jpg,bottle,mobilenet,toothbrush,water bottle,0.3626,,False,0.3626,0.4,False,31.74
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_06.jpg,bottle,mobilenet,book,pill bottle,0.525,,False,0.525,0.4,False,53.69
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_06.jpg,bottle,mobilenet,bottle,pill bottle,0.525,pill bottle,True,0.525,0.4,True,53.69
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_06.jpg,bottle,mobilenet,cup,pill bottle,0.525,,False,0.525,0.4,False,53.69
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_06.jpg,bottle,mobilenet,keyboard,pill bottle,0.525,,False,0.525,0.4,False,53.69
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_06.jpg,bottle,mobilenet,laptop,pill bottle,0.525,,False,0.525,0.4,False,53.69
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_06.jpg,bottle,mobilenet,mouse,pill bottle,0.525,,False,0.525,0.4,False,53.69
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_06.jpg,bottle,mobilenet,remote control,pill bottle,0.525,,False,0.525,0.4,False,53.69
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_06.jpg,bottle,mobilenet,toothbrush,pill bottle,0.525,lotion,True,0.0367,0.4,False,53.69
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_07.jpg,bottle,mobilenet,book,pill bottle,0.1961,,False,0.1961,0.4,False,54.06
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_07.jpg,bottle,mobilenet,bottle,pill bottle,0.1961,pill bottle,True,0.1961,0.4,False,54.06
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_07.jpg,bottle,mobilenet,cup,pill bottle,0.1961,,False,0.1961,0.4,False,54.06
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_07.jpg,bottle,mobilenet,keyboard,pill bottle,0.1961,,False,0.1961,0.4,False,54.06
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_07.jpg,bottle,mobilenet,laptop,pill bottle,0.1961,,False,0.1961,0.4,False,54.06
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_07.jpg,bottle,mobilenet,mouse,pill bottle,0.1961,,False,0.1961,0.4,False,54.06
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_07.jpg,bottle,mobilenet,remote control,pill bottle,0.1961,,False,0.1961,0.4,False,54.06
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_07.jpg,bottle,mobilenet,toothbrush,pill bottle,0.1961,lotion,True,0.0095,0.4,False,54.06
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_08.jpg,bottle,mobilenet,book,lotion,0.0417,packet,True,0.0198,0.4,False,33.13
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_08.jpg,bottle,mobilenet,bottle,lotion,0.0417,pill bottle,True,0.0369,0.4,False,33.13
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_08.jpg,bottle,mobilenet,cup,lotion,0.0417,,False,0.0417,0.4,False,33.13
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_08.jpg,bottle,mobilenet,keyboard,lotion,0.0417,,False,0.0417,0.4,False,33.13
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_08.jpg,bottle,mobilenet,laptop,lotion,0.0417,mouse,True,0.011,0.4,False,33.13
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_08.jpg,bottle,mobilenet,mouse,lotion,0.0417,mouse,True,0.011,0.4,False,33.13
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_08.jpg,bottle,mobilenet,remote control,lotion,0.0417,,False,0.0417,0.4,False,33.13
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_08.jpg,bottle,mobilenet,toothbrush,lotion,0.0417,lotion,True,0.0417,0.4,False,33.13
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_09.jpg,bottle,mobilenet,book,lipstick,0.0271,packet,True,0.0085,0.4,False,41.09
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_09.jpg,bottle,mobilenet,bottle,lipstick,0.0271,pill bottle,True,0.0164,0.4,False,41.09
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_09.jpg,bottle,mobilenet,cup,lipstick,0.0271,,False,0.0271,0.4,False,41.09
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_09.jpg,bottle,mobilenet,keyboard,lipstick,0.0271,,False,0.0271,0.4,False,41.09
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_09.jpg,bottle,mobilenet,laptop,lipstick,0.0271,,False,0.0271,0.4,False,41.09
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_09.jpg,bottle,mobilenet,mouse,lipstick,0.0271,,False,0.0271,0.4,False,41.09
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_09.jpg,bottle,mobilenet,remote control,lipstick,0.0271,,False,0.0271,0.4,False,41.09
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_09.jpg,bottle,mobilenet,toothbrush,lipstick,0.0271,soap dispenser,True,0.0142,0.4,False,41.09
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_10.jpg,bottle,mobilenet,book,water bottle,0.6685,,False,0.6685,0.4,False,51.0
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_10.jpg,bottle,mobilenet,bottle,water bottle,0.6685,water bottle,True,0.6685,0.4,True,51.0
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_10.jpg,bottle,mobilenet,cup,water bottle,0.6685,measuring cup,True,0.0095,0.4,False,51.0
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_10.jpg,bottle,mobilenet,keyboard,water bottle,0.6685,,False,0.6685,0.4,False,51.0
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_10.jpg,bottle,mobilenet,laptop,water bottle,0.6685,,False,0.6685,0.4,False,51.0
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_10.jpg,bottle,mobilenet,mouse,water bottle,0.6685,,False,0.6685,0.4,False,51.0
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_10.jpg,bottle,mobilenet,remote control,water bottle,0.6685,,False,0.6685,0.4,False,51.0
C:\Users\user\Documents\?¥ì‹¤1\test_images\bottle\bottle_10.jpg,bottle,mobilenet,toothbrush,water bottle,0.6685,,False,0.6685,0.4,False,51.0
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_0.jpg,cup,mobilenet,book,water jug,0.053,,False,0.053,0.4,False,53.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_0.jpg,cup,mobilenet,bottle,water jug,0.053,water jug,True,0.053,0.4,False,53.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_0.jpg,cup,mobilenet,cup,water jug,0.053,coffee mug,True,0.0269,0.4,False,53.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_0.jpg,cup,mobilenet,keyboard,water jug,0.053,,False,0.053,0.4,False,53.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_0.jpg,cup,mobilenet,laptop,water jug,0.053,,False,0.053,0.4,False,53.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_0.jpg,cup,mobilenet,mouse,water jug,0.053,,False,0.053,0.4,False,53.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_0.jpg,cup,mobilenet,remote control,water jug,0.053,,False,0.053,0.4,False,53.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_0.jpg,cup,mobilenet,toothbrush,water jug,0.053,,False,0.053,0.4,False,53.36
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_02.jpg,cup,mobilenet,book,coffee mug,0.1221,,False,0.1221,0.4,False,57.88
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_02.jpg,cup,mobilenet,bottle,coffee mug,0.1221,water jug,True,0.0377,0.4,False,57.88
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_02.jpg,cup,mobilenet,cup,coffee mug,0.1221,coffee mug,True,0.1221,0.4,False,57.88
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_02.jpg,cup,mobilenet,keyboard,coffee mug,0.1221,,False,0.1221,0.4,False,57.88
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_02.jpg,cup,mobilenet,laptop,coffee mug,0.1221,,False,0.1221,0.4,False,57.88
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_02.jpg,cup,mobilenet,mouse,coffee mug,0.1221,,False,0.1221,0.4,False,57.88
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_02.jpg,cup,mobilenet,remote control,coffee mug,0.1221,,False,0.1221,0.4,False,57.88
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_02.jpg,cup,mobilenet,toothbrush,coffee mug,0.1221,,False,0.1221,0.4,False,57.88
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_03.jpg,cup,mobilenet,book,coffee mug,0.1209,,False,0.1209,0.4,False,55.86
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_03.jpg,cup,mobilenet,bottle,coffee mug,0.1209,water jug,True,0.0318,0.4,False,55.86
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_03.jpg,cup,mobilenet,cup,coffee mug,0.1209,coffee mug,True,0.1209,0.4,False,55.86
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_03.jpg,cup,mobilenet,keyboard,coffee mug,0.1209,,False,0.1209,0.4,False,55.86
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_03.jpg,cup,mobilenet,laptop,coffee mug,0.1209,,False,0.1209,0.4,False,55.86
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_03.jpg,cup,mobilenet,mouse,coffee mug,0.1209,,False,0.1209,0.4,False,55.86
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_03.jpg,cup,mobilenet,remote control,coffee mug,0.1209,,False,0.1209,0.4,False,55.86
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_03.jpg,cup,mobilenet,toothbrush,coffee mug,0.1209,,False,0.1209,0.4,False,55.86
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_04.jpg,cup,mobilenet,book,coffee mug,0.0564,,False,0.0564,0.4,False,37.88
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_04.jpg,cup,mobilenet,bottle,coffee mug,0.0564,water jug,True,0.0191,0.4,False,37.88
C:\Users\user\Documents\?¥ì‹¤1\test_images\cup\cup_04.jpg,cup,mobilenet,cup,coffee mug,0.0564,coffee mug,True,0.0564,0.4,False,37.88
